Ward Code,nimdm_ward_lgd,official_ward_lgd,SOA Code,SOA Name
95AA01,Aldergrove Antrim,ALDERGROVE ANTRIM,95AA01S1,Aldergrove 1
95AA01,Aldergrove Antrim,ALDERGROVE ANTRIM,95AA01S2,Aldergrove 2
95AA01,Aldergrove Antrim,ALDERGROVE ANTRIM,95AA01S3,Aldergrove 3
95AA02,Balloo Antrim,BALLOO ANTRIM,95AA02W1,Balloo
95AA03,Ballycraigy Antrim,BALLYCRAIGY ANTRIM,95AA03W1,Ballycraigy
95AA04,Clady Antrim,CLADY ANTRIM,95AA04W1,Clady
95AA05,Cranfield Antrim,CRANFIELD ANTRIM,95AA05W1,Cranfield
95AA06,Crumlin Antrim,CRUMLIN (ANTRIM) ANTRIM,95AA06S1,Crumlin 1 (Antrim LGD)
95AA06,Crumlin Antrim,CRUMLIN (ANTRIM) ANTRIM,95AA06S2,Crumlin 2 (Antrim LGD)
95AA07,Drumanaway Antrim,DRUMANAWAY ANTRIM,95AA07W1,Drumanaway
95AA08,Farranshane Antrim,FARRANSHANE ANTRIM,95AA08W1,Farranshane
95AA09,Fountain Hill Antrim,FOUNTAIN HILL ANTRIM,95AA09W1,Fountain Hill
95AA10,Greystone Antrim,GREYSTONE (ANTRIM) ANTRIM,95AA10W1,Greystone (Antrim LGD)
95AA11,Massereene Antrim,MASSEREENE ANTRIM,95AA11S1,Massereene 1
95AA11,Massereene Antrim,MASSEREENE ANTRIM,95AA11S2,Massereene 2
95AA12,Parkgate Antrim,PARKGATE ANTRIM,95AA12W1,Parkgate
95AA13,Randalstown Antrim,RANDALSTOWN ANTRIM,95AA13S1,Randalstown 1
95AA13,Randalstown Antrim,RANDALSTOWN ANTRIM,95AA13S2,Randalstown 2
95AA14,Shilvodan Antrim,SHILVODAN ANTRIM,95AA14W1,Shilvodan
95AA15,Springfarm Antrim,SPRINGFARM ANTRIM,95AA15S1,Springfarm 1
95AA15,Springfarm Antrim,SPRINGFARM ANTRIM,95AA15S2,Springfarm 2
95AA16,Steeple Antrim,STEEPLE ANTRIM,95AA16W1,Steeple
95AA17,Stiles Antrim,STILES ANTRIM,95AA17W1,Stiles
95AA18,Templepatrick Antrim,TEMPLEPATRICK ANTRIM,95AA18W1,Templepatrick
95AA19,Toome Antrim,TOOME ANTRIM,95AA19W1,Toome
95BB01,Ballygowan Ards,BALLYGOWAN ARDS,95BB01S1,Ballygowan 1
95BB01,Ballygowan Ards,BALLYGOWAN ARDS,95BB01S2,Ballygowan 2
95BB02,Ballyrainey Ards,BALLYRAINEY ARDS,95BB02W1,Ballyrainey
95BB03,Ballywalter Ards,BALLYWALTER ARDS,95BB03S1,Ballywalter 1
95BB03,Ballywalter Ards,BALLYWALTER ARDS,95BB03S2,Ballywalter 2
95BB04,Bradshaw's Brae Ards,BRADSHAWS BRAE ARDS,95BB04S1,Bradshaw's Brae 1
95BB04,Bradshaw's Brae Ards,BRADSHAWS BRAE ARDS,95BB04S2,Bradshaw's Brae 2
95BB05,Carrowdore Ards,CARROWDORE ARDS,95BB05S1,Carrowdore 1
95BB05,Carrowdore Ards,CARROWDORE ARDS,95BB05S2,Carrowdore 2
95BB06,Central Ards,CENTRAL (ARDS) ARDS,95BB06W1,Central (Ards LGD)
95BB07,Comber East Ards,COMBER EAST ARDS,95BB07S1,Comber East 1
95BB07,Comber East Ards,COMBER EAST ARDS,95BB07S2,Comber East 2
95BB08,Comber North Ards,COMBER NORTH ARDS,95BB08S1,Comber North 1
95BB08,Comber North Ards,COMBER NORTH ARDS,95BB08S2,Comber North 2
95BB09,Comber West Ards,COMBER WEST ARDS,95BB09S1,Comber West 1
95BB09,Comber West Ards,COMBER WEST ARDS,95BB09S2,Comber West 2
95BB10,Donaghadee North Ards,DONAGHADEE NORTH ARDS,95BB10S1,Donaghadee North 1
95BB10,Donaghadee North Ards,DONAGHADEE NORTH ARDS,95BB10S2,Donaghadee North 2
95BB11,Donaghadee South Ards,DONAGHADEE SOUTH ARDS,95BB11S1,Donaghadee South 1
95BB11,Donaghadee South Ards,DONAGHADEE SOUTH ARDS,95BB11S2,Donaghadee South 2
95BB12,Glen Ards,GLEN ARDS,95BB12S1,Glen 1
95BB12,Glen Ards,GLEN ARDS,95BB12S2,Glen 2
95BB13,Gregstown Ards,GREGSTOWN ARDS,95BB13S1,Gregstown 1
95BB13,Gregstown Ards,GREGSTOWN ARDS,95BB13S2,Gregstown 2
95BB13,Gregstown Ards,GREGSTOWN ARDS,95BB13S3,Gregstown 3
95BB14,Killinchy Ards,KILLINCHY ARDS,95BB14S1,Killinchy 1
95BB14,Killinchy Ards,KILLINCHY ARDS,95BB14S2,Killinchy 2
95BB15,Kircubbin Ards,KIRCUBBIN ARDS,95BB15S1,Kircubbin 1
95BB15,Kircubbin Ards,KIRCUBBIN ARDS,95BB15S2,Kircubbin 2
95BB16,Lisbane Ards,LISBANE ARDS,95BB16S1,Lisbane 1
95BB16,Lisbane Ards,LISBANE ARDS,95BB16S2,Lisbane 2
95BB17,Loughries Ards,LOUGHRIES ARDS,95BB17S1,Loughries 1
95BB17,Loughries Ards,LOUGHRIES ARDS,95BB17S2,Loughries 2
95BB18,Millisle Ards,MILLISLE ARDS,95BB18S1,Millisle 1
95BB18,Millisle Ards,MILLISLE ARDS,95BB18S2,Millisle 2
95BB19,Movilla Ards,MOVILLA ARDS,95BB19S1,Movilla 1
95BB19,Movilla Ards,MOVILLA ARDS,95BB19S2,Movilla 2
95BB19,Movilla Ards,MOVILLA ARDS,95BB19S3,Movilla 3
95BB20,Portaferry Ards,PORTAFERRY ARDS,95BB20S1,Portaferry 1
95BB20,Portaferry Ards,PORTAFERRY ARDS,95BB20S2,Portaferry 2
95BB21,Portavogie Ards,PORTAVOGIE ARDS,95BB21S1,Portavogie 1
95BB21,Portavogie Ards,PORTAVOGIE ARDS,95BB21S2,Portavogie 2
95BB22,Scrabo Ards,SCRABO ARDS,95BB22S1,Scrabo 1
95BB22,Scrabo Ards,SCRABO ARDS,95BB22S2,Scrabo 2
95BB23,Whitespots Ards,WHITESPOTS ARDS,95BB23S1,Whitespots 1
95BB23,Whitespots Ards,WHITESPOTS ARDS,95BB23S2,Whitespots 2
95CC01,Abbey Park Armagh,ABBEY PARK ARMAGH,95CC01W1,Abbey Park
95CC02,Ballymartrim Armagh,BALLYMARTRIM ARMAGH,95CC02W1,Ballymartrim
95CC03,Callan Bridge Armagh,CALLAN BRIDGE ARMAGH,95CC03W1,Callan Bridge
95CC04,Carrigatuke Armagh,CARRIGATUKE ARMAGH,95CC04W1,Carrigatuke
95CC05,Charlemont Armagh,CHARLEMONT ARMAGH,95CC05W1,Charlemont
95CC06,Demesne Armagh,DEMESNE ARMAGH,95CC06S1,Demesne 1
95CC06,Demesne Armagh,DEMESNE ARMAGH,95CC06S2,Demesne 2
95CC07,Derrynoose Armagh,DERRYNOOSE ARMAGH,95CC07W1,Derrynoose
95CC08,Downs Armagh,DOWNS ARMAGH,95CC08W1,Downs
95CC09,Hamiltonsbawn Armagh,HAMILTONSBAWN ARMAGH,95CC09S1,Hamiltonsbawn 1
95CC09,Hamiltonsbawn Armagh,HAMILTONSBAWN ARMAGH,95CC09S2,Hamiltonsbawn 2
95CC10,Hockley Armagh,HOCKLEY ARMAGH,95CC10W1,Hockley
95CC11,Keady Armagh,KEADY ARMAGH,95CC11W1,Keady
95CC12,Killeen Armagh,KILLEEN ARMAGH,95CC12W1,Killeen
95CC13,Killylea Armagh,KILLYLEA ARMAGH,95CC13W1,Killylea
95CC14,Laurelvale Armagh,LAURELVALE ARMAGH,95CC14W1,Laurelvale
95CC15,Loughgall Armagh,LOUGHGALL ARMAGH,95CC15W1,Loughgall
95CC16,Markethill Armagh,MARKETHILL ARMAGH,95CC16W1,Markethill
95CC17,Milford Armagh,MILFORD ARMAGH,95CC17W1,Milford
95CC18,Observatory Armagh,OBSERVATORY ARMAGH,95CC18W1,Observatory
95CC19,Poyntz Pass Armagh,POYNTZ PASS ARMAGH,95CC19W1,Poyntz Pass
95CC20,Rich Hill Armagh,RICH HILL ARMAGH,95CC20S1,Rich Hill 1
95CC20,Rich Hill Armagh,RICH HILL ARMAGH,95CC20S2,Rich Hill 2
95CC21,Tandragee Armagh,TANDRAGEE ARMAGH,95CC21W1,Tandragee
95CC22,The Mall Armagh,THE MALL ARMAGH,95CC22W1,The Mall
95DD01,Academy Ballymena,ACADEMY BALLYMENA,95DD01W1,Academy
95DD02,Ahoghill Ballymena,AHOGHILL BALLYMENA,95DD02S1,Ahoghill 1
95DD02,Ahoghill Ballymena,AHOGHILL BALLYMENA,95DD02S2,Ahoghill 2
95DD03,Ardeevin Ballymena,ARDEEVIN BALLYMENA,95DD03W1,Ardeevin
95DD04,Ballee Ballymena,BALLEE BALLYMENA,95DD04W1,Ballee
95DD05,Ballykeel Ballymena,BALLYKEEL BALLYMENA,95DD05W1,Ballykeel
95DD06,Ballyloughan Ballymena,BALLYLOUGHAN BALLYMENA,95DD06W1,Ballyloughan
95DD07,Broughshane Ballymena,BROUGHSHANE BALLYMENA,95DD07S1,Broughshane 1
95DD07,Broughshane Ballymena,BROUGHSHANE BALLYMENA,95DD07S2,Broughshane 2
95DD08,Castle Demesne Ballymena,CASTLE DEMESNE BALLYMENA,95DD08W1,Castle Demesne
95DD09,Craigywarren Ballymena,CRAIGYWARREN BALLYMENA,95DD09W1,Craigywarren
95DD10,Cullybackey Ballymena,CULLYBACKEY BALLYMENA,95DD10W1,Cullybackey
95DD11,Dunclug Ballymena,DUNCLUG BALLYMENA,95DD11W1,Dunclug
95DD12,Dunminning Ballymena,DUNMINNING BALLYMENA,95DD12W1,Dunminning
95DD13,Fair Green Ballymena,FAIR GREEN BALLYMENA,95DD13W1,Fair Green
95DD14,Galgorm Ballymena,GALGORM BALLYMENA,95DD14S1,Galgorm 1
95DD14,Galgorm Ballymena,GALGORM BALLYMENA,95DD14S2,Galgorm 2
95DD15,Glenravel Ballymena,GLENRAVEL BALLYMENA,95DD15W1,Glenravel
95DD16,Glenwhirry Ballymena,GLENWHIRRY BALLYMENA,95DD16W1,Glenwhirry
95DD17,Grange Ballymena,GRANGE BALLYMENA,95DD17W1,Grange
95DD18,Harryville Ballymena,HARRYVILLE BALLYMENA,95DD18W1,Harryville
95DD19,Kells Ballymena,KELLS BALLYMENA,95DD19S1,Kells 1
95DD19,Kells Ballymena,KELLS BALLYMENA,95DD19S2,Kells 2
95DD20,Moat Ballymena,MOAT BALLYMENA,95DD20W1,Moat
95DD21,Park Ballymena,PARK BALLYMENA,95DD21W1,Park
95DD22,Portglenone Ballymena,PORTGLENONE BALLYMENA,95DD22S1,Portglenone 1
95DD22,Portglenone Ballymena,PORTGLENONE BALLYMENA,95DD22S2,Portglenone 2
95DD23,Slemish Ballymena,SLEMISH BALLYMENA,95DD23W1,Slemish
95DD24,Summerfield Ballymena,SUMMERFIELD BALLYMENA,95DD24W1,Summerfield
95EE01,Ballyhoe and Corkey Ballymoney,BALLYHOE AND CORKEY BALLYMONEY,95EE01W1,Ballyhoe and Corkey
95EE02,Benvardin Ballymoney,BENVARDIN BALLYMONEY,95EE02W1,Benvardin
95EE03,Carnany Ballymoney,CARNANY BALLYMONEY,95EE03W1,Carnany
95EE04,Clogh Mills Ballymoney,CLOGH MILLS BALLYMONEY,95EE04W1,Clogh Mills
95EE05,Dervock Ballymoney,DERVOCK BALLYMONEY,95EE05W1,Dervock
95EE06,Dunloy Ballymoney,DUNLOY BALLYMONEY,95EE06W1,Dunloy
95EE07,Fairhill Ballymoney,FAIRHILL BALLYMONEY,95EE07W1,Fairhill
95EE08,Glebe Ballymoney,GLEBE (BALLYMONEY) BALLYMONEY,95EE08W1,Glebe
95EE09,Killoquin Lower Ballymoney,KILLOQUIN LOWER BALLYMONEY,95EE09W1,Killoquin Lower
95EE10,Killoquin Upper Ballymoney,KILLOQUIN UPPER BALLYMONEY,95EE10W1,Killoquin Upper
95EE11,Knockaholet Ballymoney,KNOCKAHOLET BALLYMONEY,95EE11W1,Knockaholet
95EE12,Newhill Ballymoney,NEWHILL BALLYMONEY,95EE12W1,Newhill
95EE13,Route Ballymoney,ROUTE BALLYMONEY,95EE13W1,Route
95EE14,Seacon Ballymoney,SEACON BALLYMONEY,95EE14W1,Seacon
95EE15,Stranocum Ballymoney,STRANOCUM BALLYMONEY,95EE15W1,Stranocum
95EE16,The Vow Ballymoney,THE VOW BALLYMONEY,95EE16W1,The Vow
95FF01,Ballydown Banbridge,BALLYDOWN BANBRIDGE,95FF01S1,Ballydown 1
95FF01,Ballydown Banbridge,BALLYDOWN BANBRIDGE,95FF01S2,Ballydown 2
95FF02,Ballyward Banbridge,BALLYWARD BANBRIDGE,95FF02W1,Ballyward
95FF03,Banbridge West Banbridge,BANBRIDGE WEST BANBRIDGE,95FF03W1,Banbridge West
95FF04,Bannside Banbridge,BANNSIDE BANBRIDGE,95FF04W1,Bannside
95FF05,Dromore North Banbridge,DROMORE NORTH BANBRIDGE,95FF05W1,Dromore North
95FF06,Dromore South Banbridge,DROMORE SOUTH BANBRIDGE,95FF06S1,Dromore South 1
95FF06,Dromore South Banbridge,DROMORE SOUTH BANBRIDGE,95FF06S2,Dromore South 2
95FF07,Edenderry Banbridge,EDENDERRY (BANBRIDGE) BANBRIDGE,95FF07W1,Edenderry
95FF08,Fort Banbridge,FORT BANBRIDGE,95FF08W1,Fort
95FF09,Gilford Banbridge,GILFORD BANBRIDGE,95FF09W1,Gilford
95FF10,Gransha Banbridge,GRANSHA BANBRIDGE,95FF10W1,Gransha
95FF11,Katesbridge Banbridge,KATESBRIDGE BANBRIDGE,95FF11W1,Katesbridge
95FF12,Lawrencetown Banbridge,LAWRENCETOWN BANBRIDGE,95FF12W1,Lawrencetown
95FF13,Loughbrickland Banbridge,LOUGHBRICKLAND BANBRIDGE,95FF13W1,Loughbrickland
95FF14,Quilly Banbridge,QUILLY BANBRIDGE,95FF14W1,Quilly
95FF15,Rathfriland Banbridge,RATHFRILAND BANBRIDGE,95FF15W1,Rathfriland
95FF16,Seapatrick Banbridge,SEAPATRICK BANBRIDGE,95FF16W1,Seapatrick
95FF17,The Cut Banbridge,THE CUT BANBRIDGE,95FF17W1,The Cut
95GG01,Andersonstown Belfast,ANDERSONSTOWN BELFAST,95GG01S1,Andersonstown 1
95GG01,Andersonstown Belfast,ANDERSONSTOWN BELFAST,95GG01S2,Andersonstown 2
95GG01,Andersonstown Belfast,ANDERSONSTOWN BELFAST,95GG01S3,Andersonstown 3
95GG02,Ardoyne Belfast,ARDOYNE BELFAST,95GG02S1,Ardoyne 1
95GG02,Ardoyne Belfast,ARDOYNE BELFAST,95GG02S2,Ardoyne 2
95GG02,Ardoyne Belfast,ARDOYNE BELFAST,95GG02S3,Ardoyne 3
95GG03,Ballyhackamore Belfast,BALLYHACKAMORE BELFAST,95GG03S1,Ballyhackamore 1
95GG03,Ballyhackamore Belfast,BALLYHACKAMORE BELFAST,95GG03S2,Ballyhackamore 2
95GG03,Ballyhackamore Belfast,BALLYHACKAMORE BELFAST,95GG03S3,Ballyhackamore 3
95GG04,Ballymacarrett Belfast,BALLYMACARRETT BELFAST,95GG04S1,Ballymacarrett 1
95GG04,Ballymacarrett Belfast,BALLYMACARRETT BELFAST,95GG04S2,Ballymacarrett 2
95GG04,Ballymacarrett Belfast,BALLYMACARRETT BELFAST,95GG04S3,Ballymacarrett 3
